UserID,Date,Transaction Description,Category,Amount,Type
U001,2025-03-19,Consulta Médica,Health & Fitness,317.37,Expense
U001,2025-03-24,Aluguel Apartamento,Rent,2939.88,Expense
U001,2025-03-22,Supermercado,Food & Drink,57.11,Expense
U001,2025-03-20,Cafeteria,Food & Drink,60.56,Expense
U001,2025-03-29,Restaurante,Food & Drink,174.12,Expense
U001,2025-04-01,Salário Mensal,Salary,11362.0,Income
U001,2025-04-19,Metrô,Travel,46.2,Expense
U001,2025-04-16,Loja de Roupas,Shopping,409.54,Expense
U001,2025-04-25,Tesouro Direto,Investment,944.18,Expense
U001,2025-04-24,Internet,Utilities,248.56,Expense
U001,2025-04-28,Internet,Utilities,293.61,Expense
U001,2025-04-16,Amazon,Shopping,470.89,Expense
U001,2025-04-04,Internet,Utilities,275.08,Expense
U001,2025-04-11,Internet,Utilities,129.64,Expense
U001,2025-04-07,Conta de Água,Utilities,241.28,Expense
U001,2025-04-20,Combustível,Travel,70.43,Expense
U001,2025-04-14,Cinema,Entertainment,243.72,Expense
U001,2025-04-07,Academia,Health & Fitness,521.79,Expense
U001,2025-04-15,Farmácia,Shopping,347.1,Expense
U001,2025-04-27,Netflix,Entertainment,243.64,Expense
U001,2025-04-06,Supermercado,Food & Drink,15.55,Expense
U001,2025-04-25,Cinema,Entertainment,186.1,Expense
U001,2025-04-28,Metrô,Travel,109.55,Expense
U001,2025-04-28,Consulta Médica,Health & Fitness,503.04,Expense
U001,2025-04-06,Tesouro Direto,Investment,107.54,Expense
U001,2025-04-17,Farmácia,Shopping,355.89,Expense
U001,2025-04-25,Cafeteria,Food & Drink,41.06,Expense
U001,2025-04-21,Amazon,Shopping,213.83,Expense
U001,2025-04-24,Internet,Utilities,323.81,Expense
U001,2025-04-22,Conta de Luz,Utilities,211.9,Expense
U001,2025-04-18,Cinema,Entertainment,245.07,Expense
U001,2025-04-21,Supermercado,Food & Drink,52.87,Expense
U001,2025-04-26,Restaurante,Food & Drink,75.68,Expense
U001,2025-04-13,Supermercado,Food & Drink,55.01,Expense
U001,2025-04-01,Farmácia,Shopping,435.04,Expense
U001,2025-04-09,Uber,Travel,76.57,Expense
U001,2025-04-04,Restaurante,Food & Drink,67.01,Expense
U001,2025-04-22,Combustível,Travel,126.17,Expense
U001,2025-04-23,Uber,Travel,54.63,Expense
U001,2025-04-07,Restaurante,Food & Drink,163.72,Expense
U001,2025-04-19,Amazon,Shopping,692.61,Expense
U001,2025-04-17,Netflix,Entertainment,108.44,Expense
U001,2025-04-21,Academia,Health & Fitness,476.09,Expense
U001,2025-04-25,Combustível,Travel,83.33,Expense
U001,2025-04-16,Consulta Médica,Health & Fitness,263.08,Expense
U001,2025-04-18,Show,Entertainment,121.78,Expense
U001,2025-04-21,Netflix,Entertainment,244.84,Expense
U001,2025-04-19,Loja de Roupas,Shopping,465.92,Expense
U001,2025-04-08,Internet,Utilities,233.51,Expense
U001,2025-05-04,Salário Mensal,Salary,11362.0,Income
U001,2025-05-09,Farmácia,Shopping,37.62,Expense
U001,2025-05-22,Conta de Luz,Utilities,153.86,Expense
U001,2025-05-28,Loja de Roupas,Shopping,763.09,Expense
U001,2025-05-23,Cinema,Entertainment,237.17,Expense
U001,2025-05-04,Supermercado,Food & Drink,69.24,Expense
U001,2025-05-26,Conta de Luz,Utilities,235.67,Expense
U001,2025-05-25,Farmácia,Shopping,578.15,Expense
U001,2025-05-30,Show,Entertainment,28.61,Expense
U001,2025-05-16,Loja de Roupas,Shopping,430.5,Expense
U001,2025-05-23,Cafeteria,Food & Drink,176.45,Expense
U001,2025-05-17,Metrô,Travel,35.3,Expense
U001,2025-05-21,Supermercado,Food & Drink,48.99,Expense
U001,2025-05-17,Combustível,Travel,129.96,Expense
U001,2025-05-14,Conta de Luz,Utilities,137.78,Expense
U001,2025-05-22,Aluguel Apartamento,Rent,870.66,Expense
U001,2025-05-20,Metrô,Travel,113.88,Expense
U001,2025-05-05,Uber,Travel,147.39,Expense
U001,2025-05-17,Restaurante,Food & Drink,124.83,Expense
U001,2025-05-04,Show,Entertainment,92.85,Expense
U001,2025-05-27,Restaurante,Food & Drink,142.0,Expense
U001,2025-05-31,Conta de Água,Utilities,88.34,Expense
U001,2025-05-07,Show,Entertainment,198.48,Expense
U001,2025-05-08,ETF,Investment,344.86,Expense
U001,2025-05-30,Conta de Luz,Utilities,236.74,Expense
U001,2025-05-20,Consulta Médica,Health & Fitness,489.7,Expense
U001,2025-05-19,Restaurante,Food & Drink,154.1,Expense
U001,2025-05-13,Uber,Travel,73.25,Expense
U001,2025-05-18,Farmácia,Shopping,747.61,Expense
U001,2025-05-14,ETF,Investment,165.09,Expense
U001,2025-05-11,Loja de Roupas,Shopping,396.66,Expense
U001,2025-05-15,Combustível,Travel,60.33,Expense
U001,2025-05-11,Metrô,Travel,148.94,Expense
U001,2025-05-29,Uber,Travel,25.84,Expense
U001,2025-05-11,Amazon,Shopping,599.64,Expense
U001,2025-05-17,Supermercado,Food & Drink,21.56,Expense
U001,2025-05-26,Amazon,Shopping,140.08,Expense
U001,2025-05-13,Uber,Travel,54.03,Expense
U001,2025-05-04,Conta de Luz,Utilities,191.0,Expense
U001,2025-05-31,Salário Mensal,Salary,11362.0,Income
U001,2025-06-23,Uber,Travel,149.23,Expense
U001,2025-06-08,Uber,Travel,85.71,Expense
U001,2025-06-08,Consulta Médica,Health & Fitness,489.54,Expense
U001,2025-05-31,Combustível,Travel,141.21,Expense
U001,2025-06-20,Academia,Health & Fitness,224.57,Expense
U001,2025-06-02,Metrô,Travel,123.94,Expense
U001,2025-06-08,Aluguel Apartamento,Rent,814.53,Expense
U001,2025-06-14,Supermercado,Food & Drink,79.45,Expense
U001,2025-06-07,Aluguel Apartamento,Rent,1033.09,Expense
U001,2025-06-13,Conta de Luz,Utilities,286.5,Expense
U001,2025-06-21,Amazon,Shopping,440.36,Expense
U001,2025-06-10,Conta de Luz,Utilities,110.64,Expense
U001,2025-06-19,Internet,Utilities,133.27,Expense
U001,2025-06-24,Internet,Utilities,293.55,Expense
U001,2025-06-17,Conta de Luz,Utilities,232.47,Expense
U001,2025-06-19,Consulta Médica,Health & Fitness,173.45,Expense
U001,2025-06-01,Metrô,Travel,109.15,Expense
U001,2025-06-05,Amazon,Shopping,58.79,Expense
U001,2025-06-23,Conta de Água,Utilities,262.39,Expense
U001,2025-06-18,Farmácia,Shopping,88.87,Expense
U001,2025-06-25,Conta de Água,Utilities,245.11,Expense
U001,2025-06-19,Loja de Roupas,Shopping,160.63,Expense
U001,2025-06-26,Uber,Travel,95.09,Expense
U001,2025-06-01,Supermercado,Food & Drink,36.86,Expense
U001,2025-06-10,Cinema,Entertainment,51.38,Expense
U001,2025-06-26,Amazon,Shopping,146.32,Expense
U001,2025-06-17,Restaurante,Food & Drink,55.31,Expense
U001,2025-06-24,Loja de Roupas,Shopping,605.18,Expense
U001,2025-06-01,Supermercado,Food & Drink,147.88,Expense
U001,2025-06-27,Conta de Água,Utilities,129.76,Expense
U001,2025-06-15,Academia,Health & Fitness,94.35,Expense
U001,2025-06-08,ETF,Investment,867.88,Expense
U001,2025-06-11,Farmácia,Shopping,635.63,Expense
U001,2025-06-15,Farmácia,Shopping,225.52,Expense
U001,2025-06-16,Loja de Roupas,Shopping,145.15,Expense
U001,2025-06-01,Supermercado,Food & Drink,52.51,Expense
U001,2025-06-06,Amazon,Shopping,349.91,Expense
U002,2025-01-03,Salário Mensal,Salary,4090.0,Income
U002,2025-01-11,Uber,Travel,128.69,Expense
U002,2025-01-28,Cafeteria,Food & Drink,25.61,Expense
U002,2025-01-05,Academia,Health & Fitness,108.19,Expense
U002,2025-01-09,Conta de Luz,Utilities,221.63,Expense
U002,2025-01-10,Restaurante,Food & Drink,59.78,Expense
U002,2025-01-18,Cafeteria,Food & Drink,112.02,Expense
U002,2025-01-08,Loja de Roupas,Shopping,80.83,Expense
U002,2025-01-23,Cafeteria,Food & Drink,93.92,Expense
U002,2025-01-05,Cafeteria,Food & Drink,162.48,Expense
U002,2025-01-19,Academia,Health & Fitness,524.5,Expense
U002,2025-01-29,Cafeteria,Food & Drink,103.67,Expense
U002,2025-01-28,Internet,Utilities,157.95,Expense
U002,2025-01-25,Aluguel Apartamento,Rent,1276.67,Expense
U002,2025-01-09,Farmácia,Shopping,563.96,Expense
U002,2025-01-12,Restaurante,Food & Drink,39.99,Expense
U002,2025-01-08,Metrô,Travel,20.68,Expense
U002,2025-01-11,Restaurante,Food & Drink,123.77,Expense
U002,2025-01-12,Conta de Água,Utilities,294.53,Expense
U002,2025-01-18,Supermercado,Food & Drink,39.96,Expense
U002,2025-01-19,Combustível,Travel,140.83,Expense
U002,2025-01-16,Consulta Médica,Health & Fitness,70.17,Expense
U002,2025-01-21,Amazon,Shopping,83.68,Expense
U002,2025-01-25,Consulta Médica,Health & Fitness,325.56,Expense
U002,2025-01-25,Supermercado,Food & Drink,152.24,Expense
U002,2025-01-15,Uber,Travel,40.81,Expense
U002,2025-01-13,Amazon,Shopping,499.87,Expense
U002,2025-01-20,Combustível,Travel,10.57,Expense
U002,2025-01-26,Cinema,Entertainment,211.86,Expense
U002,2025-01-09,Farmácia,Shopping,693.73,Expense
U002,2025-01-11,Combustível,Travel,18.35,Expense
U002,2025-01-12,Conta de Luz,Utilities,275.5,Expense
U002,2025-01-12,Loja de Roupas,Shopping,401.99,Expense
U002,2025-01-12,Aluguel Apartamento,Rent,2015.53,Expense
U002,2025-01-17,Supermercado,Food & Drink,47.89,Expense
U002,2025-01-07,Supermercado,Food & Drink,99.9,Expense
U002,2025-01-18,Aluguel Apartamento,Rent,1968.21,Expense
U002,2025-01-21,Cinema,Entertainment,36.62,Expense
U002,2025-01-03,Farmácia,Shopping,455.36,Expense
U002,2025-01-30,Aluguel Apartamento,Rent,1201.14,Expense
U002,2025-02-03,Salário Mensal,Salary,4090.0,Income
U002,2025-02-08,Cafeteria,Food & Drink,70.1,Expense
U002,2025-02-04,Loja de Roupas,Shopping,608.21,Expense
U002,2025-03-02,Uber,Travel,107.39,Expense
U002,2025-02-28,Consulta Médica,Health & Fitness,300.9,Expense
U002,2025-02-16,Restaurante,Food & Drink,30.02,Expense
U002,2025-02-04,Internet,Utilities,322.5,Expense
U002,2025-02-19,Tesouro Direto,Investment,560.38,Expense
U002,2025-02-07,Restaurante,Food & Drink,163.95,Expense
U002,2025-03-01,Conta de Luz,Utilities,297.9,Expense
U002,2025-02-11,Cinema,Entertainment,113.16,Expense
U002,2025-02-03,CDB,Investment,1105.24,Expense
U002,2025-02-12,Academia,Health & Fitness,562.83,Expense
U002,2025-02-15,Conta de Luz,Utilities,159.79,Expense
U002,2025-03-02,Cinema,Entertainment,171.28,Expense
U002,2025-02-25,Amazon,Shopping,618.77,Expense
U002,2025-02-08,Farmácia,Shopping,139.62,Expense
U002,2025-02-11,Academia,Health & Fitness,335.42,Expense
U002,2025-02-18,Tesouro Direto,Investment,500.58,Expense
U002,2025-02-08,Conta de Água,Utilities,308.74,Expense
U002,2025-02-21,Cafeteria,Food & Drink,162.04,Expense
U002,2025-02-07,ETF,Investment,1172.66,Expense
U002,2025-02-14,Restaurante,Food & Drink,50.98,Expense
U002,2025-02-15,Farmácia,Shopping,416.16,Expense
U002,2025-02-27,Cafeteria,Food & Drink,150.59,Expense
U002,2025-02-19,Supermercado,Food & Drink,123.21,Expense
U002,2025-02-07,Amazon,Shopping,128.68,Expense
U002,2025-02-08,Cafeteria,Food & Drink,111.29,Expense
U002,2025-02-06,Cinema,Entertainment,209.73,Expense
U002,2025-02-07,Cinema,Entertainment,39.04,Expense
U002,2025-02-15,Combustível,Travel,78.36,Expense
U002,2025-02-03,Cafeteria,Food & Drink,129.71,Expense
U002,2025-03-01,Metrô,Travel,47.17,Expense
U002,2025-02-18,Supermercado,Food & Drink,158.02,Expense
U002,2025-02-27,Cafeteria,Food & Drink,119.48,Expense
U002,2025-02-16,Farmácia,Shopping,187.96,Expense
U002,2025-02-19,Restaurante,Food & Drink,58.33,Expense
U002,2025-02-09,Supermercado,Food & Drink,172.59,Expense
U002,2025-02-25,Conta de Água,Utilities,184.03,Expense
U002,2025-02-09,Conta de Água,Utilities,119.36,Expense
U002,2025-02-07,Conta de Luz,Utilities,245.03,Expense
U002,2025-02-04,Netflix,Entertainment,218.69,Expense
U002,2025-02-05,ETF,Investment,862.78,Expense
U002,2025-02-16,Amazon,Shopping,240.42,Expense
U002,2025-02-08,Uber,Travel,31.24,Expense
U002,2025-03-05,Salário Mensal,Salary,4090.0,Income
U002,2025-03-08,Supermercado,Food & Drink,41.57,Expense
U002,2025-03-15,Loja de Roupas,Shopping,489.11,Expense
U002,2025-03-08,Supermercado,Food & Drink,169.85,Expense
U002,2025-03-29,Academia,Health & Fitness,65.1,Expense
U002,2025-03-12,Tesouro Direto,Investment,1291.64,Expense
U002,2025-03-12,Uber,Travel,135.91,Expense
U002,2025-03-24,Loja de Roupas,Shopping,404.4,Expense
U002,2025-03-07,Restaurante,Food & Drink,73.62,Expense
U002,2025-03-25,Academia,Health & Fitness,390.88,Expense
U002,2025-03-20,Amazon,Shopping,644.52,Expense
U002,2025-03-25,Tesouro Direto,Investment,196.18,Expense
U002,2025-03-28,Uber,Travel,25.57,Expense
U002,2025-03-25,Supermercado,Food & Drink,33.88,Expense
U002,2025-03-27,Supermercado,Food & Drink,37.38,Expense
U002,2025-03-21,Amazon,Shopping,473.05,Expense
U002,2025-03-15,Farmácia,Shopping,131.56,Expense
U002,2025-03-26,Cafeteria,Food & Drink,68.41,Expense
U002,2025-03-26,Internet,Utilities,189.79,Expense
U002,2025-04-01,Internet,Utilities,84.23,Expense
U002,2025-03-14,Supermercado,Food & Drink,120.97,Expense
U002,2025-03-14,Supermercado,Food & Drink,141.55,Expense
U002,2025-03-12,Amazon,Shopping,529.57,Expense
U002,2025-03-11,Uber,Travel,26.46,Expense
U002,2025-03-23,Aluguel Apartamento,Rent,1824.81,Expense
U002,2025-03-27,Supermercado,Food & Drink,103.61,Expense
U002,2025-03-14,Conta de Luz,Utilities,235.12,Expense
U002,2025-03-16,Consulta Médica,Health & Fitness,265.83,Expense
U002,2025-04-03,Salário Mensal,Salary,4090.0,Income
U002,2025-04-08,Loja de Roupas,Shopping,675.19,Expense
U002,2025-04-22,Metrô,Travel,82.0,Expense
U002,2025-04-18,CDB,Investment,652.15,Expense
U002,2025-04-14,Cafeteria,Food & Drink,177.67,Expense
U002,2025-04-15,Netflix,Entertainment,135.18,Expense
U002,2025-04-17,Netflix,Entertainment,61.4,Expense
U002,2025-04-26,Farmácia,Shopping,112.79,Expense
U002,2025-04-13,Internet,Utilities,132.58,Expense
U002,2025-04-18,Internet,Utilities,227.91,Expense
U002,2025-04-24,Supermercado,Food & Drink,135.33,Expense
U002,2025-04-07,Show,Entertainment,207.61,Expense
U002,2025-04-29,Loja de Roupas,Shopping,458.58,Expense
U002,2025-04-26,Cafeteria,Food & Drink,60.09,Expense
U002,2025-04-27,Cafeteria,Food & Drink,61.04,Expense
U002,2025-04-07,Netflix,Entertainment,264.92,Expense
U002,2025-04-16,Supermercado,Food & Drink,127.18,Expense
U002,2025-04-21,Cafeteria,Food & Drink,93.41,Expense
U002,2025-04-06,Amazon,Shopping,647.14,Expense
U002,2025-04-28,Aluguel Apartamento,Rent,2626.59,Expense
U002,2025-04-23,Cinema,Entertainment,274.64,Expense
U002,2025-04-25,Academia,Health & Fitness,308.45,Expense
U002,2025-04-23,Show,Entertainment,107.04,Expense
U002,2025-04-07,Loja de Roupas,Shopping,771.77,Expense
U002,2025-04-24,Farmácia,Shopping,741.44,Expense
U002,2025-04-09,Academia,Health & Fitness,54.37,Expense
U002,2025-04-29,Amazon,Shopping,696.14,Expense
U002,2025-04-14,Cinema,Entertainment,82.67,Expense
U002,2025-04-07,Metrô,Travel,76.83,Expense
U002,2025-04-29,Aluguel Apartamento,Rent,1350.74,Expense
U002,2025-04-15,Metrô,Travel,18.34,Expense
U002,2025-04-24,Amazon,Shopping,236.44,Expense
U002,2025-04-16,Combustível,Travel,14.69,Expense
U002,2025-04-06,Consulta Médica,Health & Fitness,558.28,Expense
U002,2025-04-03,Supermercado,Food & Drink,19.41,Expense
U002,2025-04-11,Supermercado,Food & Drink,160.84,Expense
U002,2025-04-10,Loja de Roupas,Shopping,270.11,Expense
U002,2025-04-04,Restaurante,Food & Drink,100.58,Expense
U002,2025-04-19,Internet,Utilities,127.13,Expense
U002,2025-04-21,Farmácia,Shopping,418.83,Expense
U002,2025-05-03,Salário Mensal,Salary,4090.0,Income
U002,2025-05-18,Amazon,Shopping,314.8,Expense
U002,2025-05-29,Combustível,Travel,149.21,Expense
U002,2025-05-16,Metrô,Travel,49.02,Expense
U002,2025-05-04,Supermercado,Food & Drink,66.55,Expense
U002,2025-05-25,Show,Entertainment,113.47,Expense
U002,2025-05-06,Aluguel Apartamento,Rent,958.17,Expense
U002,2025-05-04,Loja de Roupas,Shopping,774.44,Expense
U002,2025-05-21,Internet,Utilities,347.37,Expense
U002,2025-05-19,Restaurante,Food & Drink,90.46,Expense
U002,2025-05-16,Loja de Roupas,Shopping,643.47,Expense
U002,2025-05-14,Combustível,Travel,55.21,Expense
U002,2025-05-14,Conta de Água,Utilities,330.22,Expense
U002,2025-05-06,Netflix,Entertainment,212.07,Expense
U002,2025-05-30,Restaurante,Food & Drink,82.85,Expense
U002,2025-05-12,Conta de Luz,Utilities,231.69,Expense
U002,2025-05-10,Internet,Utilities,300.95,Expense
U002,2025-05-10,Cafeteria,Food & Drink,127.59,Expense
U002,2025-05-19,Farmácia,Shopping,536.39,Expense
U002,2025-05-03,Uber,Travel,60.88,Expense
U002,2025-05-25,Internet,Utilities,185.83,Expense
U002,2025-05-12,Farmácia,Shopping,55.77,Expense
U002,2025-05-13,Restaurante,Food & Drink,79.24,Expense
U002,2025-05-04,Supermercado,Food & Drink,47.11,Expense
U002,2025-05-24,Metrô,Travel,90.1,Expense
U002,2025-05-29,Amazon,Shopping,269.01,Expense
U002,2025-06-03,Salário Mensal,Salary,4090.0,Income
U002,2025-06-28,Amazon,Shopping,429.09,Expense
U002,2025-06-29,Internet,Utilities,286.38,Expense
U002,2025-06-29,Cafeteria,Food & Drink,14.24,Expense
U002,2025-06-23,Aluguel Apartamento,Rent,1869.9,Expense
U002,2025-06-05,Cinema,Entertainment,64.7,Expense
U002,2025-06-21,Internet,Utilities,264.64,Expense
U002,2025-06-24,Netflix,Entertainment,153.18,Expense
U002,2025-06-23,Amazon,Shopping,126.43,Expense
U002,2025-06-15,Restaurante,Food & Drink,90.83,Expense
U002,2025-06-08,Uber,Travel,112.84,Expense
U002,2025-06-21,Conta de Água,Utilities,177.0,Expense
U002,2025-06-16,Farmácia,Shopping,152.27,Expense
U002,2025-06-10,Amazon,Shopping,770.13,Expense
U002,2025-06-18,Loja de Roupas,Shopping,791.7,Expense
U002,2025-06-11,Loja de Roupas,Shopping,638.46,Expense
U002,2025-06-11,Metrô,Travel,67.73,Expense
U002,2025-06-29,Farmácia,Shopping,392.05,Expense
U002,2025-06-22,Cafeteria,Food & Drink,174.91,Expense
U002,2025-06-25,Restaurante,Food & Drink,93.29,Expense
U002,2025-06-04,Uber,Travel,149.82,Expense
U002,2025-06-04,Internet,Utilities,288.83,Expense
U002,2025-06-16,Supermercado,Food & Drink,23.35,Expense
U002,2025-06-07,Cafeteria,Food & Drink,106.28,Expense
U002,2025-06-06,Supermercado,Food & Drink,11.14,Expense
U002,2025-06-14,Restaurante,Food & Drink,14.12,Expense
U002,2025-06-06,Supermercado,Food & Drink,52.94,Expense
U002,2025-06-15,Restaurante,Food & Drink,89.21,Expense
U002,2025-06-04,Cinema,Entertainment,161.08,Expense
U003,2025-01-03,Salário Mensal,Salary,11348.0,Income
U003,2025-01-21,Uber,Travel,25.24,Expense
U003,2025-01-10,Supermercado,Food & Drink,178.08,Expense
U003,2025-01-19,Conta de Luz,Utilities,130.3,Expense
U003,2025-01-20,Restaurante,Food & Drink,110.18,Expense
U003,2025-01-26,Loja de Roupas,Shopping,699.23,Expense
U003,2025-01-19,Uber,Travel,98.04,Expense
U003,2025-01-06,Conta de Água,Utilities,154.82,Expense
U003,2025-01-29,Loja de Roupas,Shopping,241.95,Expense
U003,2025-01-05,Farmácia,Shopping,196.65,Expense
U003,2025-01-17,Cafeteria,Food & Drink,177.64,Expense
U003,2025-01-13,Show,Entertainment,130.95,Expense
U003,2025-01-18,Uber,Travel,125.78,Expense
U003,2025-01-06,Consulta Médica,Health & Fitness,98.59,Expense
U003,2025-01-05,Farmácia,Shopping,501.45,Expense
U003,2025-01-14,Academia,Health & Fitness,449.2,Expense
U003,2025-01-07,Amazon,Shopping,452.07,Expense
U003,2025-01-13,Academia,Health & Fitness,76.61,Expense
U003,2025-01-11,Cinema,Entertainment,209.22,Expense
U003,2025-01-18,Metrô,Travel,15.8,Expense
U003,2025-01-07,Supermercado,Food & Drink,72.54,Expense
U003,2025-01-04,Internet,Utilities,273.79,Expense
U003,2025-01-25,Cafeteria,Food & Drink,46.72,Expense
U003,2025-01-19,Internet,Utilities,308.27,Expense
U003,2025-01-20,Consulta Médica,Health & Fitness,576.81,Expense
U003,2025-01-09,Show,Entertainment,254.82,Expense
U003,2025-01-18,Show,Entertainment,243.23,Expense
U003,2025-01-07,Amazon,Shopping,650.73,Expense
U003,2025-02-01,Salário Mensal,Salary,11348.0,Income
U003,2025-02-01,Cafeteria,Food & Drink,71.53,Expense
U003,2025-02-03,Internet,Utilities,184.09,Expense
U003,2025-02-04,Netflix,Entertainment,231.47,Expense
U003,2025-02-20,Combustível,Travel,101.88,Expense
U003,2025-02-07,Cinema,Entertainment,157.37,Expense
U003,2025-02-20,Metrô,Travel,114.03,Expense
U003,2025-02-21,Amazon,Shopping,312.54,Expense
U003,2025-02-19,Farmácia,Shopping,77.63,Expense
U003,2025-02-16,Academia,Health & Fitness,91.98,Expense
U003,2025-02-18,Restaurante,Food & Drink,71.44,Expense
U003,2025-02-12,Conta de Água,Utilities,110.15,Expense
U003,2025-02-10,ETF,Investment,449.51,Expense
U003,2025-02-13,Combustível,Travel,59.18,Expense
U003,2025-02-07,Restaurante,Food & Drink,88.84,Expense
U003,2025-02-11,Cinema,Entertainment,36.66,Expense
U003,2025-02-16,Cinema,Entertainment,205.14,Expense
U003,2025-02-26,Amazon,Shopping,549.92,Expense
